cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
8.0,1.4,40.81446075439453,-73.94466400146484,1,40.82888412475586,-73.94851684570312,0,1,5,1,16,1,40,7,5,1,16,1,48,13
7.0,0.69,40.725059509277344,-73.95764923095703,1,40.73112869262695,-73.9544448852539,0,2,4,1,1,1,0,9,4,1,1,1,8,27
7.0,1.47,40.78578186035156,-73.9532241821289,1,40.805137634277344,-73.93892669677734,0,2,2,1,27,20,6,48,2,1,27,20,14,22
49.5,11.49,40.709022521972656,-73.95970153808594,1,40.70114135742188,-73.99050903320312,0,2,3,1,21,12,23,11,3,1,21,13,28,39
17.0,2.73,40.7242317199707,-73.99842834472656,5,40.71553039550781,-73.96014404296875,0,2,5,1,30,20,14,33,5,1,30,20,40,39
7.5,1.56,40.80640411376953,-73.95387268066406,1,40.79567337036133,-73.93245697021484,0,2,5,1,16,20,26,35,5,1,16,20,34,26
9.0,1.8,40.67765045166016,-73.97944641113281,1,40.6607666015625,-73.99417877197266,0,2,0,1,25,20,50,54,0,1,25,21,1,59
5.0,0.81,40.81683349609375,-73.9464340209961,1,40.82698822021485,-73.93872833251953,0,2,1,1,12,12,40,51,1,1,12,12,44,39
16.0,4.7,40.618682861328125,-74.02851867675781,1,40.57698059082031,-73.98178100585938,0,2,4,1,22,8,39,11,4,1,22,8,52,53
9.0,1.92,40.83152389526367,-73.91409301757812,1,40.81712341308594,-73.93856048583984,0,2,6,1,17,17,41,11,6,1,17,17,51,23
12.0,3.04,40.79149627685547,-73.97575378417969,1,40.80541229248047,-73.9392318725586,0,2,5,1,30,18,55,50,5,1,30,19,10,14
6.5,1.1,40.75286865234375,-73.93852996826172,1,40.76190948486328,-73.92561340332031,0,1,3,1,21,17,54,12,3,1,21,18,0,34
52.0,19.05,40.64693069458008,-73.78976440429688,1,40.78655242919922,-73.95344543457031,0,2,6,1,10,5,25,0,6,1,10,6,5,28
3.5,0.45,40.70064163208008,-73.8541259765625,1,40.69400024414063,-73.85122680664062,0,2,4,1,29,21,28,15,4,1,29,21,30,25
10.0,2.06,40.82902145385742,-73.94877624511719,1,40.804649353027344,-73.95594787597656,0,2,4,1,29,3,15,48,4,1,29,3,26,31
5.5,0.84,40.7553596496582,-73.88536071777344,1,40.74687194824219,-73.8899917602539,0,2,5,1,9,9,48,24,5,1,9,9,53,59
7.5,1.53,40.699832916259766,-73.83170318603516,2,40.71378326416016,-73.82998657226562,0,2,4,1,15,17,43,45,4,1,15,17,51,24
9.0,1.6,40.669166564941406,-73.97978973388672,1,40.68296051025391,-73.99554443359375,0,1,5,1,9,11,46,34,5,1,9,11,57,12
6.0,1.18,40.82539749145508,-73.94600677490234,1,40.81117630004883,-73.95228576660156,0,2,3,1,28,12,34,23,3,1,28,12,39,51
17.5,4.0,40.69514846801758,-73.84651184082031,1,40.73033905029297,-73.86217498779297,0,1,0,1,25,18,24,41,0,1,25,18,47,34
19.0,5.94,40.71524810791016,-73.96467590332031,1,40.68271255493164,-73.99801635742188,0,2,0,1,25,14,2,57,0,1,25,14,21,32
43.0,14.81,40.767425537109375,-73.98974609375,1,40.85261535644531,-73.8272705078125,0,2,1,1,26,11,6,38,1,1,26,11,41,20
5.0,0.58,40.80354309082031,-73.9559326171875,3,40.80311965942383,-73.96380615234375,0,2,5,1,30,19,41,41,5,1,30,19,46,4
13.5,2.53,40.69453048706055,-73.8490982055664,6,40.72138977050781,-73.84423065185547,0,2,4,1,8,14,45,17,4,1,8,15,1,56
5.5,1.0,40.7708854675293,-73.90834045410156,1,40.75911331176758,-73.9188232421875,0,1,1,1,12,16,45,49,1,1,12,16,50,57
21.0,5.4,40.71807861328125,-73.95951080322266,1,40.74712753295898,-73.88846588134766,0,2,4,1,29,22,1,13,4,1,29,22,22,44
6.0,1.15,40.83150863647461,-73.93936920166016,1,40.8161506652832,-73.94676971435547,0,2,4,1,29,3,53,48,4,1,29,3,59,38
14.0,3.74,40.8291244506836,-73.87625122070312,1,40.835914611816406,-73.90753936767578,0,2,5,1,16,23,20,4,5,1,16,23,35,31
13.5,2.58,40.67142868041992,-73.9308853149414,2,40.68909454345703,-73.95502471923828,0,2,5,1,16,3,15,45,5,1,16,3,35,14
6.5,1.0,40.68300628662109,-73.9874038696289,1,40.684417724609375,-73.97756958007812,0,1,6,1,17,16,30,30,6,1,17,16,38,24
32.5,5.1,40.77388381958008,-73.95206451416016,1,40.74550247192383,-73.90638732910156,0,1,3,1,14,7,48,12,3,1,14,8,39,42
9.0,1.95,40.79081726074219,-73.9747314453125,1,40.805763244628906,-73.95455932617188,0,2,1,1,5,6,35,42,1,1,5,6,44,20
4.5,0.63,40.79624938964844,-73.9352798461914,1,40.78828811645508,-73.94105529785156,0,2,4,1,29,18,12,53,4,1,29,18,16,50
52.0,18.12,40.64495849609375,-73.78068542480469,1,40.81466674804688,-73.94039916992188,0,2,2,1,20,18,9,19,2,1,20,19,0,22
12.5,3.2,40.70818328857422,-73.76872253417969,1,40.704532623291016,-73.81533813476562,0,2,3,1,7,15,29,14,3,1,7,15,42,32
25.5,8.29,40.763160705566406,-73.92115020751953,1,40.72157287597656,-73.8448486328125,0,2,2,1,20,11,15,6,2,1,20,11,32,39
16.0,2.84,40.72544479370117,-73.99645233154297,1,40.71337127685547,-73.96199035644531,0,2,4,1,15,20,37,6,4,1,15,21,0,2
7.5,1.21,40.68997573852539,-73.98094940185547,1,40.69419097900391,-73.9700698852539,0,2,1,1,26,12,28,54,1,1,26,12,38,12
54.0,18.38,40.6452751159668,-73.77637481689453,1,40.66198348999024,-73.98361206054688,0,2,5,1,9,14,45,35,5,1,9,15,33,2
15.0,3.16,40.78590774536133,-73.97035217285156,5,40.82067108154297,-73.93993377685547,0,2,1,1,12,15,19,21,1,1,12,15,37,19
13.0,3.02,40.664058685302734,-73.98784637451172,1,40.68281173706055,-73.97639465332031,0,2,3,1,14,23,24,39,3,1,14,23,39,52
5.5,0.8,40.71260070800781,-73.83751678466797,2,40.72124099731445,-73.84419250488281,0,1,0,1,25,11,17,58,0,1,25,11,22,59
19.5,6.27,40.69927215576172,-73.9124526977539,1,40.72092056274414,-73.84424591064453,0,2,2,1,13,2,15,2,2,1,13,2,30,22
4.0,0.53,40.81627655029297,-73.91820526123047,1,40.81305694580078,-73.90809631347656,0,2,6,1,24,16,18,20,6,1,24,16,21,26
19.0,5.1,40.72402191162109,-73.98506164550781,2,40.70297622680664,-73.99459075927734,0,2,5,1,2,17,52,48,5,1,2,18,11,0
11.5,2.41,40.822998046875,-73.91468811035156,1,40.8081283569336,-73.94500732421875,0,2,1,1,19,18,11,38,1,1,19,18,25,40
7.0,0.68,40.791412353515625,-73.95315551757812,1,40.80049514770508,-73.9465103149414,0,2,3,1,28,15,22,44,3,1,28,15,30,58
7.5,1.5,40.69720077514648,-73.96084594726562,3,40.69857025146485,-73.93440246582031,0,1,4,1,1,5,25,17,4,1,1,5,33,7
11.0,2.9,40.76727294921875,-73.922119140625,1,40.747291564941406,-73.8900146484375,0,1,4,1,29,5,15,55,4,1,29,5,26,3
7.0,1.61,40.80946731567383,-73.94164276123047,5,40.79011154174805,-73.95197296142578,0,2,2,1,20,19,17,1,2,1,20,19,22,55
4.0,0.48,40.73853302001953,-73.87744903564453,1,40.74403762817383,-73.88522338867188,0,2,0,1,4,22,47,4,0,1,4,22,49,13
14.5,2.1,40.702239990234375,-73.94231414794922,1,40.680419921875,-73.94627380371094,0,1,2,1,27,14,21,47,2,1,27,14,43,44
5.5,0.66,40.6800537109375,-73.97484588623047,6,40.67770004272461,-73.98384857177734,0,2,5,1,2,18,1,30,5,1,2,18,6,49
11.0,2.19,40.74560546875,-73.95693969726562,1,40.76184844970703,-73.92556762695312,0,2,6,1,10,13,20,35,6,1,10,13,34,17
7.0,1.3,40.66143035888672,-73.99335479736328,1,40.67306518554688,-73.97864532470703,0,2,1,1,12,12,50,43,1,1,12,12,58,23
17.0,4.13,40.70128631591797,-73.91529083251953,1,40.71739196777344,-73.95832061767578,0,2,6,1,17,1,43,48,6,1,17,2,6,29
4.5,0.79,40.81098175048828,-73.95794677734375,1,40.80110931396485,-73.959716796875,0,2,4,1,8,10,51,14,4,1,8,10,54,13
7.0,1.22,40.686859130859375,-73.8082504272461,1,40.70065307617188,-73.8075180053711,0,2,3,1,28,16,44,42,3,1,28,16,51,42
14.5,3.45,40.63793563842773,-74.01964569091797,1,40.677188873291016,-73.98332214355469,0,2,5,1,9,11,41,13,5,1,9,11,56,45
5.5,1.0,40.66202163696289,-73.94400024414062,1,40.67571258544922,-73.94447326660156,0,1,3,1,7,20,3,23,3,1,7,20,8,40
14.0,3.33,40.68003463745117,-73.9710464477539,1,40.714576721191406,-73.9612045288086,0,2,4,1,15,22,18,26,4,1,15,22,34,34
20.0,3.95,40.75973510742188,-73.98501586914062,1,40.79693603515625,-73.94965362548828,0,2,2,1,20,10,57,19,2,1,20,11,27,3
7.5,1.47,40.677433013916016,-73.96363067626953,1,40.65630340576172,-73.95994567871094,0,2,5,1,30,0,35,45,5,1,30,0,43,38
5.5,1.05,40.7885856628418,-73.94892120361328,1,40.80050659179688,-73.94658660888672,0,2,5,1,16,15,52,32,5,1,16,15,57,34
24.5,6.49,40.760738372802734,-73.99095153808594,1,40.69308090209961,-73.9929428100586,0,2,5,1,16,13,33,51,5,1,16,14,1,56
5.5,0.59,40.670448303222656,-73.98529052734375,1,40.68141555786133,-73.97716522216797,0,2,4,1,22,22,3,29,4,1,22,22,9,50
7.0,0.75,40.69443130493164,-73.9930648803711,1,40.68559265136719,-73.99430847167969,0,2,5,1,16,15,21,13,5,1,16,15,29,57
4.5,0.5,40.80119323730469,-73.95389556884766,1,40.80607223510742,-73.95413970947266,0,1,2,1,20,17,5,19,2,1,20,17,8,22
31.5,9.49,40.77300643920898,-73.95819091796875,2,40.71796417236328,-73.83587646484375,0,2,5,1,9,21,1,35,5,1,9,21,32,52
24.5,8.77,40.68755340576172,-73.80797576904297,1,40.75587844848633,-73.88195037841797,0,2,1,1,19,19,52,2,1,1,19,20,11,14
7.0,1.52,40.72234344482422,-73.9573745727539,3,40.7099723815918,-73.96245574951172,0,2,6,1,17,0,41,13,6,1,17,0,46,48
8.0,1.31,40.84078598022461,-73.937255859375,1,40.85649871826172,-73.9286117553711,0,2,4,1,15,10,58,6,4,1,15,11,7,46
20.0,5.45,40.77386093139648,-73.94877624511719,1,40.77563095092773,-73.91165161132812,0,2,4,1,8,0,16,35,4,1,8,0,38,30
4.0,0.49,40.7648811340332,-73.93862915039062,1,40.7639274597168,-73.93305969238281,0,2,3,1,28,17,17,41,3,1,28,17,20,43
14.0,3.65,40.703033447265625,-73.91708374023438,1,40.74301528930664,-73.91869354248047,0,2,6,1,17,14,11,24,6,1,17,14,26,27
8.5,1.55,40.813777923583984,-73.94499206542969,1,40.80552291870117,-73.96195983886719,0,2,3,1,7,13,53,44,3,1,7,14,4,10
25.0,7.8,40.77429962158203,-73.87332153320312,1,40.820068359375,-73.94574737548828,0,1,0,1,4,6,15,25,0,1,4,6,35,38
28.0,5.37,40.75615692138672,-73.9766616821289,1,40.68788528442383,-73.97850036621094,0,2,1,1,12,6,58,44,1,1,12,7,38,42
5.0,0.91,40.79079818725586,-73.95374298095703,1,40.800540924072266,-73.9539794921875,0,2,6,1,17,7,14,43,6,1,17,7,17,57
3.5,0.36,40.7053337097168,-73.93329620361328,5,40.71018600463867,-73.93340301513672,0,2,3,1,14,18,56,33,3,1,14,18,58,35
45.0,11.4,40.64404296875,-73.78282928466797,1,40.68247604370117,-73.959228515625,0,1,4,1,22,17,3,9,4,1,22,17,58,49
6.0,0.7,40.67453002929688,-73.97781372070312,1,40.671485900878906,-73.98442077636719,0,1,5,1,30,10,17,31,5,1,30,10,23,34
20.5,6.04,40.7542610168457,-73.85352325439453,1,40.7027473449707,-73.80005645751953,0,2,3,1,7,16,30,0,3,1,7,16,48,19
10.5,2.2,40.7212028503418,-73.83958435058594,1,40.73278427124024,-73.86373138427734,0,1,5,1,16,15,39,59,5,1,16,15,53,27
9.0,1.7,40.71018981933594,-73.96324920654297,1,40.69403076171875,-73.96202087402344,0,1,1,1,19,17,26,41,1,1,19,17,36,45
7.0,1.5,40.72499465942383,-73.950439453125,1,40.70867538452149,-73.95641326904297,0,1,4,1,8,3,6,42,4,1,8,3,13,44
24.0,6.5,40.72999572753906,-74.00212860107422,1,40.66046142578125,-73.9949722290039,0,2,3,1,7,15,36,55,3,1,7,16,3,35
4.0,0.47,40.801876068115234,-73.93447875976562,1,40.79879760742188,-73.93915557861328,0,2,2,1,13,19,27,18,2,1,13,19,29,58
16.5,4.06,40.75601577758789,-73.97511291503906,1,40.749420166015625,-73.91926574707031,0,2,3,1,14,8,3,53,3,1,14,8,24,7
6.0,1.16,40.74593734741211,-73.89022827148438,1,40.74150466918945,-73.90281677246094,0,2,5,1,30,13,25,8,5,1,30,13,31,14
3.5,0.3,40.74778747558594,-73.8675308227539,1,40.74911117553711,-73.86990356445312,0,1,0,1,18,22,22,14,0,1,18,22,24,46
7.5,1.34,40.73745346069336,-73.87043762207031,1,40.746952056884766,-73.89117431640625,0,2,6,1,17,0,12,41,6,1,17,0,20,17
21.5,4.82,40.73898315429688,-73.98722076416016,3,40.67765045166016,-73.98566436767578,0,2,1,1,12,17,51,9,1,1,12,18,19,46
9.5,2.2,40.76221084594727,-73.87140655517578,1,40.74715805053711,-73.8915786743164,0,1,6,1,17,14,37,10,6,1,17,14,48,4
9.0,1.78,40.66636276245117,-73.97877502441406,1,40.65756607055664,-73.98294830322266,0,2,4,1,22,7,51,49,4,1,22,8,2,35
25.5,8.38,40.65088653564453,-74.00469970703125,1,40.72184753417969,-73.95787811279297,0,2,6,1,10,5,18,36,6,1,10,5,39,11
5.5,0.87,40.80823516845703,-73.9450454711914,1,40.803958892822266,-73.9556884765625,0,2,0,1,4,17,43,57,0,1,4,17,49,0
8.5,1.8,40.576927185058594,-73.9818115234375,1,40.57773971557617,-74.00340270996094,0,1,3,1,14,10,3,24,3,1,14,10,11,49
14.0,4.32,40.79154586791992,-73.9760513305664,1,40.83726119995117,-73.94268035888672,0,2,6,1,10,2,27,52,6,1,10,2,38,36
10.5,2.32,40.72195053100586,-73.9043960571289,1,40.74538803100586,-73.90338134765625,0,2,1,1,12,15,30,31,1,1,12,15,42,31
7.0,1.18,40.82241821289063,-73.94078063964844,2,40.80836486816406,-73.94863891601562,0,2,6,1,24,16,4,30,6,1,24,16,11,47
8.0,1.93,40.76081085205078,-73.88726806640625,1,40.74725341796875,-73.89273834228516,0,2,1,1,12,11,45,19,1,1,12,11,51,24
5.5,0.7,40.66573715209961,-73.98918151855469,1,40.671478271484375,-73.99641418457031,0,1,1,1,26,10,14,23,1,1,26,10,20,36
29.0,7.39,40.74483489990234,-73.97087860107422,1,40.81861114501953,-73.94514465332031,0,2,1,1,12,7,9,59,1,1,12,7,48,15
9.0,1.4,40.75148010253906,-73.86560821533203,1,40.74819946289063,-73.8782958984375,0,1,0,1,11,20,17,16,0,1,11,20,29,5
8.0,1.58,40.80315017700195,-73.95217895507812,1,40.79850387573242,-73.93365478515625,0,2,2,1,13,14,53,34,2,1,13,15,2,46
16.5,3.33,40.76261901855469,-73.96117401123047,1,40.79560089111328,-73.93201446533203,0,2,0,1,18,13,19,8,0,1,18,13,28,7
12.0,1.98,40.69528198242188,-73.98397064208984,1,40.67384338378906,-73.98583984375,0,2,3,1,7,15,8,41,3,1,7,15,25,15
18.0,4.4,40.674224853515625,-73.97508239746094,2,40.7147216796875,-73.94424438476562,0,1,5,1,16,22,52,19,5,1,16,23,14,8
6.5,1.23,40.75362014770508,-73.87753295898438,1,40.746952056884766,-73.89092254638672,0,2,4,1,22,1,29,1,4,1,22,1,35,52
9.0,1.44,40.72161865234375,-73.95641326904297,1,40.70806503295898,-73.94326782226562,0,2,4,1,8,23,52,59,5,1,9,0,4,16
8.0,1.43,40.69062042236328,-73.99549102783203,1,40.68971633911133,-73.97434997558594,0,2,1,1,12,19,21,23,1,1,12,19,29,56
26.5,8.53,40.76980972290039,-73.86412811279297,1,40.78680419921875,-73.95021057128906,0,2,1,1,26,9,26,54,1,1,26,9,48,16
4.0,0.58,40.75749206542969,-73.92020416259766,1,40.76536560058594,-73.91383361816406,0,2,1,1,26,19,34,34,1,1,26,19,38,20
5.0,0.6,40.84820175170898,-73.88909149169922,1,40.85158157348633,-73.8985595703125,0,2,3,1,21,11,57,14,3,1,21,12,1,56
17.0,4.68,40.82215118408203,-73.92902374267578,1,40.82804870605469,-73.87877655029297,0,2,0,1,18,9,11,25,0,1,18,9,30,6
29.5,10.11,40.70461654663086,-73.87313842773438,1,40.68998336791992,-73.9813232421875,0,2,0,1,11,22,48,27,0,1,11,23,8,31
5.0,0.5,40.670677185058594,-73.98859405517578,1,40.67316818237305,-73.98297119140625,0,2,1,1,12,8,7,14,1,1,12,8,11,37
10.5,2.53,40.81587600708008,-73.9092025756836,1,40.80802154541016,-73.9451675415039,0,2,5,1,9,1,44,57,5,1,9,1,56,29
40.0,7.3,40.765846252441406,-73.95462036132812,2,40.82950973510742,-73.94841766357422,0,1,4,1,8,10,48,57,4,1,8,11,49,3
16.0,4.2,40.72881317138672,-74.00041198730469,1,40.6873664855957,-73.96760559082031,0,2,0,1,18,0,3,23,0,1,18,0,19,30
18.0,3.1,40.72032928466797,-74.00101470947266,1,40.684814453125,-73.97785949707031,0,1,4,1,15,11,29,22,4,1,15,11,54,26
8.0,1.19,40.804046630859375,-73.93956756591797,1,40.80308532714844,-73.95626831054688,0,2,4,1,15,17,11,45,4,1,15,17,21,55
10.0,2.44,40.77630233764648,-73.96212005615234,3,40.79528045654297,-73.93598937988281,0,2,2,1,27,5,24,35,2,1,27,5,34,17
4.5,0.72,40.705963134765625,-73.82591247558594,1,40.71393203735352,-73.83087158203125,0,2,2,1,20,19,48,45,2,1,20,19,52,15
9.0,1.7,40.75476837158203,-73.94391632080078,1,40.75360870361328,-73.91384887695312,0,1,0,1,18,15,27,21,0,1,18,15,37,50
12.0,3.0,40.75526428222656,-73.81629180908203,2,40.753665924072266,-73.86344909667969,0,1,2,1,6,8,41,2,2,1,6,8,54,40
7.5,0.77,40.685546875,-73.97876739501953,1,40.686790466308594,-73.99041748046875,0,2,4,1,22,17,48,32,4,1,22,17,58,9
10.0,2.52,40.78860855102539,-73.9707260131836,1,40.79853820800781,-73.95218658447266,0,2,2,1,27,18,32,39,2,1,27,18,41,34
12.5,3.02,40.77849578857422,-73.95242309570312,1,40.80833053588867,-73.96009063720703,0,2,1,1,19,19,22,39,1,1,19,19,35,46
10.0,2.03,40.68111038208008,-73.92244720458984,1,40.6958236694336,-73.94657897949219,0,2,4,1,1,5,13,49,4,1,1,5,25,8
31.0,7.7,40.68569564819336,-73.93577575683594,2,40.714656829833984,-73.83125305175781,0,2,2,1,27,16,28,27,2,1,27,17,8,12
4.5,0.67,40.83412170410156,-73.9306411743164,1,40.82816696166992,-73.92616271972656,0,2,5,1,23,2,39,18,5,1,23,2,42,6
8.5,2.29,40.687286376953125,-73.94778442382812,1,40.714752197265625,-73.95897674560547,0,2,3,1,7,4,11,24,3,1,7,4,17,59
3.5,0.4,40.69760513305664,-73.99291229248047,1,40.69403839111328,-73.9964599609375,0,2,3,1,28,9,5,19,3,1,28,9,8,7
6.0,1.06,40.729888916015625,-73.9540786743164,1,40.7178955078125,-73.95755767822266,0,2,6,1,10,2,35,50,6,1,10,2,41,30
21.5,5.06,40.67470550537109,-73.9405288696289,1,40.671974182128906,-74.01046752929688,0,2,4,1,8,18,59,40,4,1,8,19,29,27
4.5,0.65,40.69301986694336,-73.97079467773438,1,40.68724822998047,-73.97673034667969,0,2,4,1,29,22,58,53,4,1,29,23,2,5
2.5,0.01,40.70275115966797,-73.99417114257812,1,40.70274353027344,-73.9939193725586,0,2,4,1,8,16,15,39,4,1,8,16,16,18
8.5,1.7,40.809844970703125,-73.9501724243164,1,40.82889938354492,-73.94217681884766,0,1,5,1,30,16,41,17,5,1,30,16,50,33
5.5,0.83,40.83482360839844,-73.93775177001953,1,40.8255729675293,-73.9435806274414,0,2,0,1,18,1,45,19,0,1,18,1,49,42
5.0,1.04,40.67290878295898,-74.00155639648438,1,40.68608474731445,-73.99413299560547,0,2,3,1,21,19,48,1,3,1,21,19,51,46
6.0,1.11,40.76442337036133,-73.90574645996094,1,40.75893783569336,-73.91902160644531,0,2,2,1,6,20,57,1,2,1,6,21,2,43
10.0,2.32,40.6567268371582,-73.95701599121094,1,40.68358612060547,-73.97718048095703,0,2,4,1,8,22,35,49,4,1,8,22,45,58
9.5,1.79,40.77406692504883,-73.90320587158203,3,40.76173400878906,-73.92545318603516,0,2,2,1,13,21,44,35,2,1,13,21,55,39
32.0,10.8,40.80939102172852,-73.9234848022461,1,40.72119903564453,-73.95864868164062,0,2,2,1,13,22,45,35,2,1,13,23,12,2
19.5,5.67,40.78295135498047,-73.83649444580078,1,40.724979400634766,-73.82503509521484,0,2,0,1,25,7,52,9,0,1,25,8,9,34
7.0,1.4,40.76139068603516,-73.91813659667969,1,40.75960159301758,-73.93697357177734,0,2,5,1,2,9,53,37,5,1,2,10,0,50
5.0,0.77,40.671504974365234,-73.96117401123047,1,40.66386795043945,-73.95381164550781,0,2,5,1,16,0,18,30,5,1,16,0,22,48
21.0,4.2,40.7073860168457,-73.94288635253906,1,40.6756477355957,-73.97465515136719,0,2,3,1,28,19,21,35,3,1,28,19,49,57
9.0,2.1,40.85429382324219,-73.89685821533203,1,40.834259033203125,-73.917724609375,0,1,3,1,14,12,59,52,3,1,14,13,8,30
5.5,1.04,40.68916702270508,-73.95510864257812,1,40.68230056762695,-73.96131134033203,0,2,5,1,30,22,31,4,5,1,30,22,36,12
37.5,10.2,40.70967483520508,-73.84593963623047,1,40.66366958618164,-73.91801452636719,0,1,2,1,13,23,14,59,2,1,13,23,55,22
7.5,1.8,40.78597259521485,-73.956787109375,1,40.80516815185547,-73.93910217285156,0,1,6,1,17,11,53,28,6,1,17,12,0,24
6.0,1.04,40.69083023071289,-73.96634674072266,1,40.68475341796875,-73.977783203125,0,2,5,1,9,20,14,49,5,1,9,20,21,16
10.5,2.3,40.69800567626953,-73.92610931396484,1,40.72323989868164,-73.94025421142578,0,1,6,1,3,0,18,25,6,1,3,0,29,32
19.5,3.61,40.75707626342773,-73.98939514160156,1,40.79005813598633,-73.95208740234375,0,2,3,1,28,14,3,1,3,1,28,14,33,30
6.0,0.72,40.72134017944336,-73.85507202148438,1,40.72136306762695,-73.84426879882812,0,2,1,1,12,10,7,45,1,1,12,10,13,29
4.0,0.32,40.787540435791016,-73.94463348388672,1,40.7925033569336,-73.94611358642578,0,2,4,1,15,11,32,43,4,1,15,11,35,44
9.5,1.51,40.67888641357422,-73.93598175048828,1,40.66957092285156,-73.92447662353516,0,2,3,1,7,8,16,28,3,1,7,8,29,26
13.5,3.22,40.75482940673828,-73.8918228149414,1,40.7430419921875,-73.91883850097656,0,2,0,1,18,18,52,35,0,1,18,19,8,23
10.0,2.41,40.7867431640625,-73.97783660888672,1,40.79228973388672,-73.94642639160156,0,2,5,1,30,17,39,16,5,1,30,17,51,2
6.0,1.03,40.66022872924805,-73.99152374267578,1,40.65419387817383,-74.00447845458984,0,2,5,1,2,21,36,9,5,1,2,21,41,49
9.0,2.38,40.66472625732422,-73.89388275146484,1,40.64494323730469,-73.92137145996094,0,2,6,1,10,2,44,31,6,1,10,2,51,1
7.5,1.7,40.67770004272461,-73.96377563476562,1,40.69454574584961,-73.9551010131836,0,2,5,1,16,22,44,7,5,1,16,22,52,1
16.5,3.82,40.83712387084961,-73.91778564453125,1,40.794620513916016,-73.944580078125,0,2,3,1,21,13,37,36,3,1,21,13,58,20
5.0,0.7,40.73723220825195,-73.90755462646484,1,40.745792388916016,-73.90345001220703,0,1,4,1,15,14,46,19,4,1,15,14,50,44
52.0,17.91,40.64677047729492,-73.77870178222656,1,40.811805725097656,-73.94142150878906,0,2,0,1,4,8,41,47,0,1,4,9,15,18
7.0,1.4,40.72109222412109,-73.93829345703125,2,40.71723556518555,-73.95833587646484,0,2,6,1,17,20,50,54,6,1,17,20,58,27
9.0,2.29,40.68426513671875,-73.97752380371094,2,40.673927307128906,-73.9406509399414,0,2,4,1,1,14,31,5,4,1,1,14,39,33
27.5,8.23,40.68800354003906,-73.7776870727539,1,40.65005111694336,-73.89390563964844,0,2,4,1,8,23,19,45,4,1,8,23,51,5
19.0,2.74,40.75827407836914,-73.9745101928711,1,40.79090118408203,-73.95361328125,0,2,3,1,7,16,38,0,3,1,7,17,8,6
10.5,2.9,40.76971054077149,-73.83138275146484,1,40.74710464477539,-73.82615661621094,0,2,2,1,20,17,37,1,2,1,20,17,44,58
10.5,2.2,40.74532699584961,-73.92173767089844,1,40.74786758422852,-73.9566650390625,0,1,5,1,16,13,17,27,5,1,16,13,29,29
15.0,3.27,40.69072723388672,-73.92034912109375,1,40.71692657470703,-73.95648193359375,0,2,5,1,16,0,37,41,5,1,16,0,57,30
9.0,1.51,40.776485443115234,-73.95279693603516,1,40.79085159301758,-73.95143127441406,0,2,4,1,22,16,28,0,4,1,22,16,39,29
8.0,1.54,40.6939811706543,-73.968994140625,1,40.69126510620117,-73.9869384765625,0,2,3,1,7,16,38,18,3,1,7,16,46,47
11.0,2.38,40.77870178222656,-73.9537353515625,1,40.80509567260742,-73.93953704833984,0,2,0,1,25,20,19,50,0,1,25,20,33,12
12.5,3.24,40.77376556396485,-73.8704833984375,1,40.74675750732422,-73.89105224609375,0,2,6,1,3,16,13,13,6,1,3,16,22,55
6.5,0.91,40.75403594970703,-73.88318634033203,1,40.74711990356445,-73.8886489868164,0,2,2,1,6,19,46,15,2,1,6,19,53,42
30.0,8.62,40.76073455810547,-73.99031829833984,1,40.66903305053711,-73.98595428466797,0,2,5,1,9,12,24,42,5,1,9,12,58,9
6.0,1.2,40.84376525878906,-73.90785217285156,1,40.83100509643555,-73.92029571533203,0,1,1,1,5,15,15,56,1,1,5,15,20,43
5.0,0.83,40.81593322753906,-73.94868469238281,1,40.82585144042969,-73.9472427368164,0,2,3,1,21,12,35,49,3,1,21,12,39,36
6.5,1.44,40.675819396972656,-74.00720977783203,6,40.69039916992188,-73.99457550048828,0,2,1,1,19,20,14,51,1,1,19,20,20,21
19.0,5.6,40.73764419555664,-74.00289916992188,1,40.66860961914063,-73.99332427978516,0,1,1,1,19,23,37,15,1,1,19,23,56,22
19.0,5.1,40.66840744018555,-73.98291778564453,1,40.722049713134766,-73.9578628540039,0,2,1,1,12,22,46,4,1,1,12,23,8,51
7.5,1.24,40.68772506713867,-73.97053527832031,6,40.692378997802734,-73.99088287353516,0,2,1,1,5,18,46,29,1,1,5,18,55,33
